16,7,2022-06-28,11:46:13,836,-7:00,192.168.1.26,57146,192.168.1.27,81,TCP,RX,474554202F20485454502F312E310D0A486F73743A203139322E3136382E312E32373A38310D0A4163636570742D436861727365743A2069736F2D383835392D312C7574662D383B713D302E392C2A3B713D302E310D0A4163636570742D4C616E67756167653A20656E0D0A436F6E6E656374696F6E3A204B6565702D416C6976650D0A557365722D4167656E743A204D6F7A696C6C612F342E302028636F6D70617469626C653B204D53494520382E303B2057696E646F7773204E5420352E313B2054726964656E742F342E30290D0A507261676D613A206E6F2D63616368650D0A4163636570743A20696D6167652F6769662C20696D6167652F782D786269746D61702C20696D6167652F6A7065672C20696D6167652F706A7065672C20696D6167652F706E672C202A2F2A0D0A0D0A,306
17,8,2022-06-28,11:46:14,474,-7:00,192.168.1.26,49038,192.168.1.27,42,TCP,RX,SYN,0
18,8,2022-06-28,11:46:14,484,-7:00,192.168.1.26,49038,192.168.1.27,42,TCP,RX,0000002900007800000000000000000000000040000200050000000060560201001F6E03001F6E0308FE660300,45
19,9,2022-06-28,11:46:15,960,-7:00,192.168.1.26,42322,192.168.1.27,21,TCP,RX,SYN,0
20,9,2022-06-28,11:46:16,23,-7:00,192.168.1.26,42322,192.168.1.27,21,TCP,TX,323230205055424C49433038204654502053657276696365202856657273696F6E20352E30292E0D0A,41
21,10,2022-06-28,11:46:16,83,-7:00,192.168.1.26,57924,192.168.1.27,23,TCP,RX,SYN,0
22,10,2022-06-28,11:46:16,143,-7:00,192.168.1.26,57924,192.168.1.27,23,TCP,TX,FFFD18FFFD20FFFD23FFFD27,12
23,11,2022-06-28,11:46:16,205,-7:00,192.168.1.26,41956,192.168.1.27,2002,TCP,RX,SYN,0
24,12,2022-06-28,11:46:16,268,-7:00,192.168.1.26,47430,192.168.1.27,9000,TCP,RX,SYN,0
25,13,2022-06-28,11:46:16,344,-7:00,192.168.1.26,47124,192.168.1.27,10000,TCP,RX,SYN,0
26,14,2022-06-28,11:46:16,400,-7:00,192.168.1.26,54700,192.168.1.27,79,TCP,RX,SYN,0
27,15,2022-06-28,11:46:16,469,-7:00,192.168.1.26,45532,192.168.1.27,80,TCP,RX,SYN,0
28,16,2022-06-28,11:46:16,539,-7:00,192.168.1.26,42044,192.168.1.27,280,TCP,RX,SYN,0
29,17,2022-06-28,11:46:16,599,-7:00,192.168.1.26,51338,192.168.1.27,443,TCP,RX,SYN,0
30,18,2022-06-28,11:46:16,670,-7:00,192.168.1.26,59692,192.168.1.27,9100,TCP,RX,SYN,0
31,7,2022-06-28,11:46:18,783,-7:00,192.168.1.26,57146,192.168.1.27,81,TCP,TX,FIN,0
32,19,2022-06-28,11:46:19,130,-7:00,192.168.1.26,49700,192.168.1.27,1034,TCP,RX,SYN,0
33,19,2022-06-28,11:46:19,130,-7:00,192.168.1.26,49700,192.168.1.27,1034,TCP,RX,47,1
34,8,2022-06-28,11:46:19,373,-7:00,192.168.1.26,49038,192.168.1.27,42,TCP,TX,FIN,0
35,20,2022-06-28,11:46:19,497,-7:00,192.168.1.26,49422,192.168.1.27,22,TCP,RX,SYN,0
36,21,2022-06-28,11:46:19,564,-7:00,192.168.1.26,48230,192.168.1.27,111,TCP,RX,SYN,0
37,20,2022-06-28,11:46:19,564,-7:00,192.168.1.26,49422,192.168.1.27,22,TCP,TX,FIN,0
38,21,2022-06-28,11:46:19,564,-7:00,192.168.1.26,48230,192.168.1.27,111,TCP,RX,800000387E49BC620000000000000002000186A0000000020000000300000000000000000000000000000000000186A0000000020000000600000000,60
39,19,2022-06-28,11:46:20,237,-7:00,192.168.1.26,49700,192.168.1.27,1034,TCP,RX,47,1
40,19,2022-06-28,11:46:20,333,-7:00,192.168.1.26,49700,192.168.1.27,1034,TCP,RX,47,1
41,19,2022-06-28,11:46:20,394,-7:00,192.168.1.26,49700,192.168.1.27,1034,TCP,TX,FIN,0
42,10,2022-06-28,11:46:20,435,-7:00,192.168.1.26,57924,192.168.1.27,23,TCP,RX,FFFC18,3
43,10,2022-06-28,11:46:20,506,-7:00,192.168.1.26,57924,192.168.1.27,23,TCP,RX,FFFC20FFFC23FFFC27,9
44,22,2022-06-28,11:46:23,43,-7:00,192.168.1.26,39655,192.168.1.27,111,UDP,RX,E7A3B4420000000000000002000186A00000000200000003000000000000000000000000000000000BED48A1FFFFFFFF0000000600000000,56
45,21,2022-06-28,11:46:24,417,-7:00,192.168.1.26,48230,192.168.1.27,111,TCP,TX,FIN,0
46,23,2022-06-28,11:46:25,44,-7:00,192.168.1.26,39655,192.168.1.27,111,UDP,RX,E7A3B4420000000000000002000186A00000000200000003000000000000000000000000000000000BED48A1FFFFFFFF0000000600000000,56
47,24,2022-06-28,11:46:26,702,-7:00,192.168.1.26,57732,192.168.1.27,10202,TCP,RX,SYN,0
48,25,2022-06-28,11:46:26,718,-7:00,192.168.1.26,53979,192.168.1.27,9876,UDP,RX,37E502000000,6
49,24,2022-06-28,11:46:26,780,-7:00,192.168.1.26,57732,192.168.1.27,10202,TCP,RX,413020474554434F4E4649472053454C462030203C454F4D3E0D0A,27
50,26,2022-06-28,11:46:27,55,-7:00,192.168.1.26,39655,192.168.1.27,111,UDP,RX,E7A3B4420000000000000002000186A00000000200000003000000000000000000000000000000000BED48A1FFFFFFFF0000000600000000,56
51,27,2022-06-28,11:46:28,55,-7:00,192.168.1.26,36521,192.168.1.27,7001,UDP,RX,000003E7000000000000006500000000000000000D0500000000000000000000,32
52,28,2022-06-28,11:46:28,751,-7:00,192.168.1.26,53979,192.168.1.27,9876,UDP,RX,37E502000000,6
53,29,2022-06-28,11:46:30,71,-7:00,192.168.1.26,36521,192.168.1.27,7001,UDP,RX,000003E7000000000000006500000000000000000D0500000000000000000000,32
54,12,2022-06-28,11:46:30,463,-7:00,192.168.1.26,47430,192.168.1.27,9000,TCP,RX,0D0A,2
55,30,2022-06-28,11:46:30,764,-7:00,192.168.1.26,53979,192.168.1.27,9876,UDP,RX,37E502000000,6
56,24,2022-06-28,11:46:31,651,-7:00,192.168.1.26,57732,192.168.1.27,10202,TCP,TX,FIN,0
57,31,2022-06-28,11:46:31,728,-7:00,192.168.1.26,37082,192.168.1.27,10203,TCP,RX,SYN,0
58,32,2022-06-28,11:46:31,737,-7:00,192.168.1.26,36737,192.168.1.27,192,UDP,RX,08010310,4
59,31,2022-06-28,11:46:31,803,-7:00,192.168.1.26,37082,192.168.1.27,10203,TCP,RX,413020474554434F4E4649472053454C462030203C454F4D3E0D0A,27
60,33,2022-06-28,11:46:32,59,-7:00,192.168.1.26,36521,192.168.1.27,7001,UDP,RX,000003E7000000000000006500000000000000000D0500000000000000000000,32
61,34,2022-06-28,11:46:33,134,-7:00,192.168.1.26,45818,192.168.1.27,402,TCP,RX,SYN,0
62,35,2022-06-28,11:46:33,139,-7:00,192.168.1.26,57256,192.168.1.27,10080,UDP,RX,416D616E646120322E33205245512048414E444C45203030302D363536333733373320534551203935343536383830300A534552564943452059707678306F57520A,66
63,34,2022-06-28,11:46:33,204,-7:00,192.168.1.26,45818,192.168.1.27,402,TCP,TX,FIN,0
64,36,2022-06-28,11:46:33,666,-7:00,192.168.1.26,36737,192.168.1.27,192,UDP,RX,08010310,4
65,37,2022-06-28,11:46:35,70,-7:00,192.168.1.26,57256,192.168.1.27,10080,UDP,RX,416D616E646120322E33205245512048414E444C45203030302D363536333733373320534551203935343536383830300A534552564943452059707678306F57520A,66
66,38,2022-06-28,11:46:35,667,-7:00,192.168.1.26,36737,192.168.1.27,192,UDP,RX,08010310,4
67,31,2022-06-28,11:46:36,655,-7:00,192.168.1.26,37082,192.168.1.27,10203,TCP,TX,FIN,0
68,39,2022-06-28,11:46:36,676,-7:00,192.168.1.26,54029,192.168.1.27,6000,UDP,RX,010000003C00000000000000C0A8011A0000000000000000070004000000EC030000000000000000A0621900180000002C5B00F620000000A0FB0002,60
69,40,2022-06-28,11:46:36,801,-7:00,192.168.1.26,44752,192.168.1.27,49,TCP,RX,SYN,0
70,40,2022-06-28,11:46:36,801,-7:00,192.168.1.26,44752,192.168.1.27,49,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D68535654455A3237306932493776467866686773247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
71,41,2022-06-28,11:46:37,81,-7:00,192.168.1.26,57256,192.168.1.27,10080,UDP,RX,416D616E646120322E33205245512048414E444C45203030302D363536333733373320534551203935343536383830300A534552564943452059707678306F57520A,66
72,42,2022-06-28,11:46:38,726,-7:00,192.168.1.26,54029,192.168.1.27,6000,UDP,RX,010000003C00000000000000C0A8011A0000000000000000070004000000EC030000000000000000A0621900180000002C5B00F620000000A0FB0002,60
73,43,2022-06-28,11:46:40,767,-7:00,192.168.1.26,54029,192.168.1.27,6000,UDP,RX,010000003C00000000000000C0A8011A0000000000000000070004000000EC030000000000000000A0621900180000002C5B00F620000000A0FB0002,60
74,44,2022-06-28,11:46:41,738,-7:00,192.168.1.26,38566,192.168.1.27,617,TCP,RX,SYN,0
75,44,2022-06-28,11:46:41,741,-7:00,192.168.1.26,38566,192.168.1.27,617,TCP,RX,00410000000000730000000000000000000000007F00000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100007F41524B41444D494E00726F6F7400726F6F74000000342E332E302D310000000000000000000000,123
76,40,2022-06-28,11:46:41,804,-7:00,192.168.1.26,44752,192.168.1.27,49,TCP,TX,FIN,0
77,45,2022-06-28,11:46:41,871,-7:00,192.168.1.26,35142,192.168.1.27,3141,TCP,RX,SYN,0
78,45,2022-06-28,11:46:41,871,-7:00,192.168.1.26,35142,192.168.1.27,3141,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D78727451414F7231374431614B4C426E5334576F247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
79,46,2022-06-28,11:46:45,248,-7:00,192.168.1.26,54982,192.168.1.27,2745,TCP,RX,SYN,0
80,46,2022-06-28,11:46:45,248,-7:00,192.168.1.26,54982,192.168.1.27,2745,TCP,TX,FIN,0
81,47,2022-06-28,11:46:45,369,-7:00,192.168.1.26,54992,192.168.1.27,2745,TCP,RX,SYN,0
82,48,2022-06-28,11:46:45,442,-7:00,192.168.1.26,44688,192.168.1.27,8866,TCP,RX,SYN,0
83,47,2022-06-28,11:46:45,442,-7:00,192.168.1.26,54992,192.168.1.27,2745,TCP,TX,FIN,0
84,48,2022-06-28,11:46:45,442,-7:00,192.168.1.26,44688,192.168.1.27,8866,TCP,TX,FIN,0
85,14,2022-06-28,11:46:45,515,-7:00,192.168.1.26,54700,192.168.1.27,79,TCP,RX,48454C500D0A,6
86,49,2022-06-28,11:46:45,651,-7:00,192.168.1.26,44708,192.168.1.27,8866,TCP,RX,SYN,0
87,49,2022-06-28,11:46:45,651,-7:00,192.168.1.26,44708,192.168.1.27,8866,TCP,TX,FIN,0
88,50,2022-06-28,11:46:45,723,-7:00,192.168.1.26,57754,192.168.1.27,179,TCP,RX,SYN,0
89,50,2022-06-28,11:46:45,723,-7:00,192.168.1.26,57754,192.168.1.27,179,TCP,RX,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF002D0104EF0B00B4C0A801060002060104000100010202500002020200,45
90,44,2022-06-28,11:46:46,674,-7:00,192.168.1.26,38566,192.168.1.27,617,TCP,TX,FIN,0
91,45,2022-06-28,11:46:46,815,-7:00,192.168.1.26,35142,192.168.1.27,3141,TCP,TX,FIN,0
92,51,2022-06-28,11:46:46,901,-7:00,192.168.1.26,53680,192.168.1.27,119,TCP,RX,SYN,0
93,51,2022-06-28,11:46:46,960,-7:00,192.168.1.26,53680,192.168.1.27,119,TCP,TX,323030204E4E5450205365727669636520526561647920285055424C49433038290D0A,35
94,51,2022-06-28,11:46:46,960,-7:00,192.168.1.26,53680,192.168.1.27,119,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D483158733348754B396D68715A39674F41573271247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
95,15,2022-06-28,11:46:50,466,-7:00,192.168.1.26,45532,192.168.1.27,80,TCP,RX,474554202F20485454502F312E310D0A486F73743A203139322E3136382E312E32370D0A0D0A,38
96,15,2022-06-28,11:46:50,607,-7:00,192.168.1.26,45532,192.168.1.27,80,TCP,TX,485454502F312E3120323030204F4B0D0A5365727665723A204D6963726F736F66742D4949532F352E300D0A446174653A205475652C203238204A756E20323032322031313A34363A353020474D540D0A436F6E74656E742D547970653A20746578742F68746D6C0D0A436F6E74656E742D4C656E6774683A20313236360D0A0D0A3C212D2D0D0A0920205741524E494E47210D0A092020506C6561736520646F206E6F7420616C74657220746869732066696C652E204974206D6179206265207265706C6163656420696620796F75207570677261646520796F75722077656220736572766572200D0A2020202020496620796F752077616E7420746F2075736520697420617320612074656D706C6174652C207765207265636F6D6D656E642072656E616D696E672069742C20616E64206D6F64696679696E6720746865206E65772066696C652E0D0A0920205468616E6B732E0D0A2D2D3E0D0A0D0A0D0A3C48544D4C3E0D0A0D0A3C484541443E0D0A3C4D45544120485454502D45515549563D22436F6E74656E742D547970652220436F6E74656E743D22746578742D68746D6C3B20636861727365743D57696E646F77732D31323532223E0D0A0D0A090D0A0D0A3C7469746C652069643D7469746C65746578743E556E64657220436F6E737472756374696F6E3C2F7469746C653E0D0A3C2F484541443E0D0A093C626F6479206267636F6C6F723D77686974653E0D0A093C5441424C453E0D0A093C54523E0D0A093C74642069643D227461626C6550726F7073222077696474683D37302076616C69676E3D746F7020616C69676E3D63656E7465723E0D0A093C494D472069643D227061676572726F72496D6722205352433D227061676572726F722E676966222077696474683D3336206865696768743D34383E20200D0A093C54442069643D227461626C6550726F70735769647468222077696474683D3430303E0D0A090D0A093C68312069643D6572726F7274797065207374796C653D22666F6E743A313470742F313670742076657264616E613B20636F6C6F723A23346534653465223E0D0A093C69642069643D22436F6D6D656E7431223E3C212D2D50726F626C656D2D2D3E3C2F69643E3C69642069643D226572726F7254657874223E556E64657220436F6E737472756374696F6E3C2F69643E3C2F68313E0D0A093C69642069643D22436F6D6D656E7432223E3C212D2D50726F6261626C65206361757365733A3C2D2D3E3C2F69643E3C69642069643D226572726F7264657363223E3C666F6E74207374796C653D22666F6E743A3970742F313270742076657264616E613B20636F6C6F723A626C61636B223E0D0A09546865207369746520796F75207765726520747279696E6720746F20726561636820646F6573206E6F742063757272656E746C79206861766520612064656661756C7420706167652E204974206D617920626520696E207468652070726F63657373206F66206265696E672075706772616465642E0D0A093C2F69643E0D0A093C62723E3C62723E0D0A090D0A093C68722073697A653D3120636F6C6F723D22626C7565223E0D0A090D0A093C62723E0D0A093C4944202069643D7465726D313E0D0A09506C65617365207472792074686973207369746520616761696E206C617465722E20496620796F75207374696C6C20657870657269656E6365207468652070726F626C656D2C2074727920636F6E74616374696E67207468652057656220736974652061646D696E6973747261746F722E0D0A093C2F49443E0D0A093C503E0D0A090D0A093C2F756C3E0D0A093C42523E0D0A093C2F54443E0D0A093C2F54523E0D0A093C2F5441424C453E0D0A093C2F424F44593E0D0A0D0A3C2F48544D4C3E0D0A0D0A0D0A0D0A0D0A0D0A0D0A0D0A0D0A0D0A0D0A,1396
97,50,2022-06-28,11:46:50,607,-7:00,192.168.1.26,57754,192.168.1.27,179,TCP,TX,FIN,0
98,52,2022-06-28,11:46:50,687,-7:00,192.168.1.26,59140,192.168.1.27,256,TCP,RX,SYN,0
99,53,2022-06-28,11:46:50,764,-7:00,192.168.1.26,47020,192.168.1.27,257,TCP,RX,SYN,0
100,54,2022-06-28,11:46:50,843,-7:00,192.168.1.26,46364,192.168.1.27,258,TCP,RX,SYN,0
101,55,2022-06-28,11:46:50,916,-7:00,192.168.1.26,46412,192.168.1.27,1494,TCP,RX,SYN,0
102,52,2022-06-28,11:46:50,916,-7:00,192.168.1.26,59140,192.168.1.27,256,TCP,TX,FIN,0
103,53,2022-06-28,11:46:50,916,-7:00,192.168.1.26,47020,192.168.1.27,257,TCP,TX,FIN,0
104,54,2022-06-28,11:46:50,916,-7:00,192.168.1.26,46364,192.168.1.27,258,TCP,TX,FIN,0
105,51,2022-06-28,11:46:51,875,-7:00,192.168.1.26,53680,192.168.1.27,119,TCP,TX,FIN,0
106,56,2022-06-28,11:46:51,946,-7:00,192.168.1.26,54132,192.168.1.27,94,TCP,RX,SYN,0
107,56,2022-06-28,11:46:51,949,-7:00,192.168.1.26,54132,192.168.1.27,94,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D674D306A786C534E596A567674664655354B4B65247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
108,16,2022-06-28,11:46:55,470,-7:00,192.168.1.26,42044,192.168.1.27,280,TCP,RX,474554202F20485454502F312E310D0A486F73743A203139322E3136382E312E32370D0A0D0A,38
109,55,2022-06-28,11:46:55,630,-7:00,192.168.1.26,46412,192.168.1.27,1494,TCP,TX,FIN,0
110,57,2022-06-28,11:46:55,724,-7:00,192.168.1.26,56278,192.168.1.27,259,TCP,RX,SYN,0
111,56,2022-06-28,11:46:56,932,-7:00,192.168.1.26,54132,192.168.1.27,94,TCP,TX,FIN,0
112,58,2022-06-28,11:46:57,57,-7:00,192.168.1.26,48084,192.168.1.27,555,TCP,RX,SYN,0
113,58,2022-06-28,11:46:57,57,-7:00,192.168.1.26,48084,192.168.1.27,555,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D4C667871375358303233654E326B52544D545458247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
114,59,2022-06-28,11:46:58,978,-7:00,192.168.1.26,52643,192.168.1.27,2000,UDP,RX,5254444D5F57484F5F4152455F594F55,16
115,57,2022-06-28,11:47:0,638,-7:00,192.168.1.26,56278,192.168.1.27,259,TCP,TX,FIN,0
116,60,2022-06-28,11:47:0,716,-7:00,192.168.1.26,68,192.168.1.27,67,UDP,RX,0101060039238D140000000000000000000000000000000000000000000C291760BF0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000063825363350101372701030405060708090A0B0C0E0F101113141C28292A2C2D303136404142434445464748494A4B4CFF0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,341
117,61,2022-06-28,11:47:1,65,-7:00,192.168.1.26,52643,192.168.1.27,2000,UDP,RX,5254444D5F57484F5F4152455F594F55,16
118,17,2022-06-28,11:47:1,465,-7:00,192.168.1.26,51338,192.168.1.27,443,TCP,RX,474554202F20485454502F312E310D0A486F73743A203139322E3136382E312E32370D0A0D0A,38
119,58,2022-06-28,11:47:1,988,-7:00,192.168.1.26,48084,192.168.1.27,555,TCP,TX,FIN,0
120,62,2022-06-28,11:47:2,55,-7:00,192.168.1.26,43830,192.168.1.27,12174,TCP,RX,SYN,0
121,62,2022-06-28,11:47:2,57,-7:00,192.168.1.26,43830,192.168.1.27,12174,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D7734354366727469555376543477345665316271247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
122,63,2022-06-28,11:47:3,108,-7:00,192.168.1.26,52643,192.168.1.27,2000,UDP,RX,5254444D5F57484F5F4152455F594F55,16
123,64,2022-06-28,11:47:3,772,-7:00,192.168.1.26,59441,192.168.1.27,53,UDP,RX,0138001000010000000000000131013001300331323707494E2D41444452044152504100000C0001,40
124,65,2022-06-28,11:47:5,821,-7:00,192.168.1.26,59441,192.168.1.27,53,UDP,RX,0138001000010000000000000131013001300331323707494E2D41444452044152504100000C0001,40
125,62,2022-06-28,11:47:7,36,-7:00,192.168.1.26,43830,192.168.1.27,12174,TCP,TX,FIN,0
126,66,2022-06-28,11:47:7,112,-7:00,192.168.1.26,58370,192.168.1.27,171,TCP,RX,SYN,0
127,66,2022-06-28,11:47:7,112,-7:00,192.168.1.26,58370,192.168.1.27,171,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D6C4765527A74495439495668694165543369464D247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
128,67,2022-06-28,11:47:7,863,-7:00,192.168.1.26,59441,192.168.1.27,53,UDP,RX,0138001000010000000000000131013001300331323707494E2D41444452044152504100000C0001,40
129,18,2022-06-28,11:47:8,484,-7:00,192.168.1.26,59692,192.168.1.27,9100,TCP,RX,1B252D31323334355840504A4C20494E464F2049440D0A1B252D3132333435580D0A,34
130,68,2022-06-28,11:47:8,834,-7:00,192.168.1.26,58478,192.168.1.27,53,TCP,RX,SYN,0
131,68,2022-06-28,11:47:8,838,-7:00,192.168.1.26,58478,192.168.1.27,53,TCP,RX,00280138001000010000000000000131013001300331323707494E2D41444452044152504100000C0001,42
132,66,2022-06-28,11:47:12,80,-7:00,192.168.1.26,58370,192.168.1.27,171,TCP,TX,FIN,0
133,69,2022-06-28,11:47:12,160,-7:00,192.168.1.26,60482,192.168.1.27,154,TCP,RX,SYN,0
134,69,2022-06-28,11:47:12,160,-7:00,192.168.1.26,60482,192.168.1.27,154,TCP,RX,247B6A6E64693A6C6461703A2F2F6C6F67347368656C6C2D67656E657269632D663067787A38754D7752376B5A6C45664C515877247B6C6F7765723A74656E7D2E772E6E65737375732E6F72672F6E65737375737D,85
135,9,2022-06-28,11:47:13,485,-7:00,192.168.1.26,42322,192.168.1.27,21,TCP,TX,FIN,0
136,10,2022-06-28,11:47:13,485,-7:00,192.168.1.26,57924,192.168.1.27,23,TCP,TX,FIN,0
137,11,2022-06-28,11:47:13,485,-7:00,192.168.1.26,41956,192.168.1.27,2002,TCP,TX,FIN,0
138,12,2022-06-28,11:47:13,485,-7:00,192.168.1.26,47430,192.168.1.27,9000,TCP,TX,FIN,0
139,13,2022-06-28,11:47:13,485,-7:00,192.168.1.26,47124,192.168.1.27,10000,TCP,TX,FIN,0
140,14,2022-06-28,11:47:13,501,-7:00,192.168.1.26,54700,192.168.1.27,79,TCP,TX,FIN,0
141,15,2022-06-28,11:47:13,501,-7:00,192.168.1.26,45532,192.168.1.27,80,TCP,TX,FIN,0
142,16,2022-06-28,11:47:13,501,-7:00,192.168.1.26,42044,192.168.1.27,280,TCP,TX,FIN,0
143,17,2022-06-28,11:47:13,501,-7:00,192.168.1.26,51338,192.168.1.27,443,TCP,TX,FIN,0
144,18,2022-06-28,11:47:13,517,-7:00,192.168.1.26,59692,192.168.1.27,9100,TCP,TX,FIN,0
145,70,2022-06-28,11:47:13,595,-7:00,192.168.1.26,54338,192.168.1.27,6112,TCP,RX,SYN,0
146,70,2022-06-28,11:47:13,595,-7:00,192.168.1.26,54338,192.168.1.27,6112,TCP,RX,3030303030303032303430303064303030312020342000726F6F74000031300000,33
